Script started on Tue 10 Aug 2021 11:49:40 PM EDT
[?1034hbash-4.2$ ./sort
Sorted Array[18472] 752681
Sorted Array[18473] 752730
Sorted Array[18474] 752752
Sorted Array[18475] 752754
Sorted Array[18476] 752793
Sorted Array[18477] 752806
Sorted Array[18478] 752865
Sorted Array[18479] 752884
Sorted Array[18480] 752886
Sorted Array[18481] 752943
Sorted Array[18482] 752954
Sorted Array[18483] 752962
Sorted Array[18484] 753019
Sorted Array[18485] 753090
Sorted Array[18486] 753125
Sorted Array[18487] 753155
Sorted Array[18488] 753294
Sorted Array[18489] 753296
Sorted Array[18490] 753299
Sorted Array[18491] 753360
Sorted Array[18492] 753470
Sorted Array[18493] 753562
Sorted Array[18494] 753566
Sorted Array[18495] 753639
Sorted Array[18496] 753645
Sorted Array[18497] 753731
Sorted Array[18498] 753772
Sorted Array[18499] 753791
Sorted Array[18500] 753815
Sorted Array[18501] 753829
Sorted Array[18502] 753833
Sorted Array[18503] 753835
Sorted Array[18504] 753852
Sorted Array[18505] 753885
Sorted Array[18506] 753887
Sorted Array[18507] 753909
Sorted Array[18508] 754084
Sorted Array[18509] 754123
Sorted Array[18510] 754210
Sorted Array[18511] 754225
Sorted Array[18512] 754226
Sorted Array[18513] 754231
Sorted Array[18514] 754236
Sorted Array[18515] 754279
Sorted Array[18516] 754295
Sorted Array[18517] 754319
Sorted Array[18518] 754329
Sorted Array[18519] 754338
Sorted Array[18520] 754453
Sorted Array[18521] 754507
Sorted Array[18522] 754582
Sorted Array[18523] 754782
Sorted Array[18524] 754822
Sorted Array[18525] 754835
Sorted Array[18526] 754875
Sorted Array[18527] 754981
Sorted Array[18528] 754995
Sorted Array[18529] 754998
Sorted Array[18530] 755071
Sorted Array[18531] 755094
Sorted Array[18532] 755157
Sorted Array[18533] 755168
Sorted Array[18534] 755187
Sorted Array[18535] 755262
Sorted Array[18536] 755283
Sorted Array[18537] 755301
Sorted Array[18538] 755308
Sorted Array[18539] 755337
Sorted Array[18540] 755346
Sorted Array[18541] 755348
Sorted Array[18542] 755404
Sorted Array[18543] 755416
Sorted Array[18544] 755471
Sorted Array[18545] 755494
Sorted Array[18546] 755570
Sorted Array[18547] 755575
Sorted Array[18548] 755575
Sorted Array[18549] 755624
Sorted Array[18550] 755699
Sorted Array[18551] 755714
Sorted Array[18552] 755746
Sorted Array[18553] 755869
Sorted Array[18554] 755930
Sorted Array[18555] 755980
Sorted Array[18556] 756063
Sorted Array[18557] 756093
Sorted Array[18558] 756112
Sorted Array[18559] 756114
Sorted Array[18560] 756121
Sorted Array[18561] 756194
Sorted Array[18562] 756231
Sorted Array[18563] 756262
Sorted Array[18564] 756305
Sorted Array[18565] 756313
Sorted Array[18566] 756483
Sorted Array[18567] 756489
Sorted Array[18568] 756556
Sorted Array[18569] 756575
Sorted Array[18570] 756609
Sorted Array[18571] 756669
Sorted Array[18572] 756707
Sorted Array[18573] 756711
Sorted Array[18574] 756797
Sorted Array[18575] 756818
Sorted Array[18576] 756840
Sorted Array[18577] 756873
Sorted Array[18578] 756875
Sorted Array[18579] 756920
Sorted Array[18580] 756937
Sorted Array[18581] 757008
Sorted Array[18582] 757011
Sorted Array[18583] 757030
Sorted Array[18584] 757041
Sorted Array[18585] 757042
Sorted Array[18586] 757107
Sorted Array[18587] 757124
Sorted Array[18588] 757144
Sorted Array[18589] 757160
Sorted Array[18590] 757193
Sorted Array[18591] 757355
Sorted Array[18592] 757409
Sorted Array[18593] 757479
Sorted Array[18594] 757484
Sorted Array[18595] 757492
Sorted Array[18596] 757496
Sorted Array[18597] 757517
Sorted Array[18598] 757638
Sorted Array[18599] 757666
Sorted Array[18600] 757739
Sorted Array[18601] 757788
Sorted Array[18602] 757808
Sorted Array[18603] 757812
Sorted Array[18604] 757815
Sorted Array[18605] 757842
Sorted Array[18606] 757876
Sorted Array[18607] 757885
Sorted Array[18608] 757903
Sorted Array[18609] 757977
Sorted Array[18610] 757986
Sorted Array[18611] 758085
Sorted Array[18612] 758126
Sorted Array[18613] 758142
Sorted Array[18614] 758223
Sorted Array[18615] 758233
Sorted Array[18616] 758287
Sorted Array[18617] 758325
Sorted Array[18618] 758347
Sorted Array[18619] 758365
Sorted Array[18620] 758375
Sorted Array[18621] 758453
Sorted Array[18622] 758505
Sorted Array[18623] 758509
Sorted Array[18624] 758515
Sorted Array[18625] 758532
Sorted Array[18626] 758601
Sorted Array[18627] 758635
Sorted Array[18628] 758674
Sorted Array[18629] 758740
Sorted Array[18630] 758743
Sorted Array[18631] 758764
Sorted Array[18632] 758769
Sorted Array[18633] 758805
Sorted Array[18634] 758848
Sorted Array[18635] 758964
Sorted Array[18636] 759183
Sorted Array[18637] 759243
Sorted Array[18638] 759267
Sorted Array[18639] 759278
Sorted Array[18640] 759345
Sorted Array[18641] 759389
Sorted Array[18642] 759426
Sorted Array[18643] 759440
Sorted Array[18644] 759459
Sorted Array[18645] 759528
Sorted Array[18646] 759551
Sorted Array[18647] 759581
Sorted Array[18648] 759607
Sorted Array[18649] 759694
Sorted Array[18650] 759695
Sorted Array[18651] 759709
Sorted Array[18652] 759738
Sorted Array[18653] 759742
Sorted Array[18654] 759755
Sorted Array[18655] 759821
Sorted Array[18656] 759874
Sorted Array[18657] 759926
Sorted Array[18658] 759970
Sorted Array[18659] 760005
Sorted Array[18660] 760079
Sorted Array[18661] 760136
Sorted Array[18662] 760186
Sorted Array[18663] 760270
Sorted Array[18664] 760387
Sorted Array[18665] 760472
Sorted Array[18666] 760487
Sorted Array[18667] 760496
Sorted Array[18668] 760501
Sorted Array[18669] 760505
Sorted Array[18670] 760525
Sorted Array[18671] 760585
Sorted Array[18672] 760640
Sorted Array[18673] 760702
Sorted Array[18674] 760757
Sorted Array[18675] 760763
Sorted Array[18676] 760801
Sorted Array[18677] 760911
Sorted Array[18678] 760930
Sorted Array[18679] 761018
Sorted Array[18680] 761088
Sorted Array[18681] 761091
Sorted Array[18682] 761124
Sorted Array[18683] 761152
Sorted Array[18684] 761164
Sorted Array[18685] 761256
Sorted Array[18686] 761271
Sorted Array[18687] 761358
Sorted Array[18688] 761372
Sorted Array[18689] 761390
Sorted Array[18690] 761435
Sorted Array[18691] 761482
Sorted Array[18692] 761553
Sorted Array[18693] 761574
Sorted Array[18694] 761592
Sorted Array[18695] 761596
Sorted Array[18696] 761651
Sorted Array[18697] 761652
Sorted Array[18698] 761668
Sorted Array[18699] 761691
Sorted Array[18700] 761719
Sorted Array[18701] 761723
Sorted Array[18702] 761739
Sorted Array[18703] 761800
Sorted Array[18704] 761812
Sorted Array[18705] 761845
Sorted Array[18706] 761877
Sorted Array[18707] 761918
Sorted Array[18708] 761938
Sorted Array[18709] 762002
Sorted Array[18710] 762025
Sorted Array[18711] 762062
Sorted Array[18712] 762115
Sorted Array[18713] 762184
Sorted Array[18714] 762227
Sorted Array[18715] 762253
Sorted Array[18716] 762436
Sorted Array[18717] 762500
Sorted Array[18718] 762549
Sorted Array[18719] 762575
Sorted Array[18720] 762608
Sorted Array[18721] 762752
Sorted Array[18722] 762771
Sorted Array[18723] 762885
Sorted Array[18724] 762924
Sorted Array[18725] 762985
Sorted Array[18726] 762986
Sorted Array[18727] 763059
Sorted Array[18728] 763067
Sorted Array[18729] 763092
Sorted Array[18730] 763132
Sorted Array[18731] 763149
Sorted Array[18732] 763154
Sorted Array[18733] 763166
Sorted Array[18734] 763178
Sorted Array[18735] 763197
Sorted Array[18736] 763201
Sorted Array[18737] 763212
Sorted Array[18738] 763218
Sorted Array[18739] 763238
Sorted Array[18740] 763263
Sorted Array[18741] 763273
Sorted Array[18742] 763287
Sorted Array[18743] 763302
Sorted Array[18744] 763304
Sorted Array[18745] 763315
Sorted Array[18746] 763316
Sorted Array[18747] 763321
Sorted Array[18748] 763359
Sorted Array[18749] 763373
Sorted Array[18750] 763468
Sorted Array[18751] 763571
Sorted Array[18752] 763582
Sorted Array[18753] 763654
Sorted Array[18754] 763717
Sorted Array[18755] 763806
Sorted Array[18756] 763871
Sorted Array[18757] 763896
Sorted Array[18758] 763929
Sorted Array[18759] 763999
Sorted Array[18760] 764037
Sorted Array[18761] 764103
Sorted Array[18762] 764194
Sorted Array[18763] 764264
Sorted Array[18764] 764281
Sorted Array[18765] 764339
Sorted Array[18766] 764348
Sorted Array[18767] 764400
Sorted Array[18768] 764453
Sorted Array[18769] 764457
Sorted Array[18770] 764487
Sorted Array[18771] 764520
Sorted Array[18772] 764532
Sorted Array[18773] 764567
Sorted Array[18774] 764605
Sorted Array[18775] 764640
Sorted Array[18776] 764649
Sorted Array[18777] 764685
Sorted Array[18778] 764703
Sorted Array[18779] 764706
Sorted Array[18780] 764714
Sorted Array[18781] 764755
Sorted Array[18782] 764760
Sorted Array[18783] 764768
Sorted Array[18784] 764816
Sorted Array[18785] 764865
Sorted Array[18786] 764915
Sorted Array[18787] 764950
Sorted Array[18788] 765040
Sorted Array[18789] 765131
Sorted Array[18790] 765162
Sorted Array[18791] 765237
Sorted Array[18792] 765237
Sorted Array[18793] 765251
Sorted Array[18794] 765425
Sorted Array[18795] 765522
Sorted Array[18796] 765555
Sorted Array[18797] 765601
Sorted Array[18798] 765717
Sorted Array[18799] 765721
Sorted Array[18800] 765722
Sorted Array[18801] 765727
Sorted Array[18802] 765923
Sorted Array[18803] 765966
Sorted Array[18804] 766021
Sorted Array[18805] 766022
Sorted Array[18806] 766057
Sorted Array[18807] 766065
Sorted Array[18808] 766187
Sorted Array[18809] 766229
Sorted Array[18810] 766252
Sorted Array[18811] 766340
Sorted Array[18812] 766557
Sorted Array[18813] 766591
Sorted Array[18814] 766729
Sorted Array[18815] 766780
Sorted Array[18816] 766827
Sorted Array[18817] 766884
Sorted Array[18818] 766897
Sorted Array[18819] 766964
Sorted Array[18820] 766969
Sorted Array[18821] 766985
Sorted Array[18822] 767043
Sorted Array[18823] 767055
Sorted Array[18824] 767061
Sorted Array[18825] 767063
Sorted Array[18826] 767077
Sorted Array[18827] 767096
Sorted Array[18828] 767188
Sorted Array[18829] 767219
Sorted Array[18830] 767232
Sorted Array[18831] 767325
Sorted Array[18832] 767373
Sorted Array[18833] 767382
Sorted Array[18834] 767391
Sorted Array[18835] 767430
Sorted Array[18836] 767443
Sorted Array[18837] 767463
Sorted Array[18838] 767508
Sorted Array[18839] 767509
Sorted Array[18840] 767553
Sorted Array[18841] 767555
Sorted Array[18842] 767644
Sorted Array[18843] 767671
Sorted Array[18844] 767717
Sorted Array[18845] 767745
Sorted Array[18846] 767754
Sorted Array[18847] 767896
Sorted Array[18848] 767903
Sorted Array[18849] 767925
Sorted Array[18850] 767979
Sorted Array[18851] 768025
Sorted Array[18852] 768030
Sorted Array[18853] 768101
Sorted Array[18854] 768112
Sorted Array[18855] 768116
Sorted Array[18856] 768134
Sorted Array[18857] 768171
Sorted Array[18858] 768203
Sorted Array[18859] 768264
Sorted Array[18860] 768314
Sorted Array[18861] 768341
Sorted Array[18862] 768424
Sorted Array[18863] 768449
Sorted Array[18864] 768465
Sorted Array[18865] 768475
Sorted Array[18866] 768482
Sorted Array[18867] 768505
Sorted Array[18868] 768527
Sorted Array[18869] 768559
Sorted Array[18870] 768575
Sorted Array[18871] 768629
Sorted Array[18872] 768740
Sorted Array[18873] 768781
Sorted Array[18874] 768837
Sorted Array[18875] 768855
Sorted Array[18876] 768920
Sorted Array[18877] 768964
Sorted Array[18878] 769142
Sorted Array[18879] 769146
Sorted Array[18880] 769194
Sorted Array[18881] 769234
Sorted Array[18882] 769244
Sorted Array[18883] 769330
Sorted Array[18884] 769422
Sorted Array[18885] 769510
Sorted Array[18886] 769564
Sorted Array[18887] 769638
Sorted Array[18888] 769685
Sorted Array[18889] 769733
Sorted Array[18890] 769784
Sorted Array[18891] 769817
Sorted Array[18892] 769845
Sorted Array[18893] 769876
Sorted Array[18894] 769898
Sorted Array[18895] 769937
Sorted Array[18896] 770030
Sorted Array[18897] 770078
Sorted Array[18898] 770139
Sorted Array[18899] 770205
Sorted Array[18900] 770209
Sorted Array[18901] 770293
Sorted Array[18902] 770300
Sorted Array[18903] 770338
Sorted Array[18904] 770391
Sorted Array[18905] 770407
Sorted Array[18906] 770492
Sorted Array[18907] 770569
Sorted Array[18908] 770579
Sorted Array[18909] 770593
Sorted Array[18910] 770602
Sorted Array[18911] 770621
Sorted Array[18912] 770622
Sorted Array[18913] 770627
Sorted Array[18914] 770636
Sorted Array[18915] 770637
Sorted Array[18916] 770708
Sorted Array[18917] 770742
Sorted Array[18918] 770745
Sorted Array[18919] 770938
Sorted Array[18920] 770956
Sorted Array[18921] 771082
Sorted Array[18922] 771227
Sorted Array[18923] 771253
Sorted Array[18924] 771293
Sorted Array[18925] 771295
Sorted Array[18926] 771322
Sorted Array[18927] 771469
Sorted Array[18928] 771530
Sorted Array[18929] 771557
Sorted Array[18930] 771672
Sorted Array[18931] 771707
Sorted Array[18932] 771725
Sorted Array[18933] 771739
Sorted Array[18934] 771782
Sorted Array[18935] 771803
Sorted Array[18936] 771903
Sorted Array[18937] 771915
Sorted Array[18938] 771939
Sorted Array[18939] 771960
Sorted Array[18940] 771973
Sorted Array[18941] 771981
Sorted Array[18942] 772044
Sorted Array[18943] 772055
Sorted Array[18944] 772067
Sorted Array[18945] 772091
Sorted Array[18946] 772164
Sorted Array[18947] 772212
Sorted Array[18948] 772283
Sorted Array[18949] 772307
Sorted Array[18950] 772314
Sorted Array[18951] 772340
Sorted Array[18952] 772514
Sorted Array[18953] 772630
Sorted Array[18954] 772638
Sorted Array[18955] 772659
Sorted Array[18956] 772691
Sorted Array[18957] 772752
Sorted Array[18958] 772752
Sorted Array[18959] 772778
Sorted Array[18960] 772861
Sorted Array[18961] 772908
Sorted Array[18962] 772920
Sorted Array[18963] 772967
Sorted Array[18964] 772999
Sorted Array[18965] 773005
Sorted Array[18966] 773017
Sorted Array[18967] 773071
Sorted Array[18968] 773084
Sorted Array[18969] 773097
Sorted Array[18970] 773124
Sorted Array[18971] 773134
Sorted Array[18972] 773190
Sorted Array[18973] 773377
Sorted Array[18974] 773417
Sorted Array[18975] 773448
Sorted Array[18976] 773525
Sorted Array[18977] 773535
Sorted Array[18978] 773547
Sorted Array[18979] 773549
Sorted Array[18980] 773559
Sorted Array[18981] 773589
Sorted Array[18982] 773639
Sorted Array[18983] 773686
Sorted Array[18984] 773735
Sorted Array[18985] 773738
Sorted Array[18986] 773745
Sorted Array[18987] 773820
Sorted Array[18988] 773832
Sorted Array[18989] 773840
Sorted Array[18990] 773851
Sorted Array[18991] 773955
Sorted Array[18992] 774040
Sorted Array[18993] 774055
Sorted Array[18994] 774231
Sorted Array[18995] 774355
Sorted Array[18996] 774404
Sorted Array[18997] 774417
Sorted Array[18998] 774648
Sorted Array[18999] 774707
Sorted Array[19000] 774719
Sorted Array[19001] 774734
Sorted Array[19002] 774748
Sorted Array[19003] 774766
Sorted Array[19004] 774858
Sorted Array[19005] 774868
Sorted Array[19006] 774925
Sorted Array[19007] 774966
Sorted Array[19008] 774991
Sorted Array[19009] 775085
Sorted Array[19010] 775216
Sorted Array[19011] 775261
Sorted Array[19012] 775275
Sorted Array[19013] 775302
Sorted Array[19014] 775307
Sorted Array[19015] 775342
Sorted Array[19016] 775392
Sorted Array[19017] 775412
Sorted Array[19018] 775414
Sorted Array[19019] 775428
Sorted Array[19020] 775471
Sorted Array[19021] 775502
Sorted Array[19022] 775529
Sorted Array[19023] 775529
Sorted Array[19024] 775545
Sorted Array[19025] 775587
Sorted Array[19026] 775624
Sorted Array[19027] 775661
Sorted Array[19028] 775664
Sorted Array[19029] 775768
Sorted Array[19030] 775781
Sorted Array[19031] 775892
Sorted Array[19032] 776041
Sorted Array[19033] 776064
Sorted Array[19034] 776143
Sorted Array[19035] 776207
Sorted Array[19036] 776280
Sorted Array[19037] 776290
Sorted Array[19038] 776344
Sorted Array[19039] 776414
Sorted Array[19040] 776435
Sorted Array[19041] 776470
Sorted Array[19042] 776479
Sorted Array[19043] 776510
Sorted Array[19044] 776555
Sorted Array[19045] 776587
Sorted Array[19046] 776641
Sorted Array[19047] 776694
Sorted Array[19048] 776763
Sorted Array[19049] 776808
Sorted Array[19050] 776906
Sorted Array[19051] 776959
Sorted Array[19052] 776976
Sorted Array[19053] 776998
Sorted Array[19054] 777012
Sorted Array[19055] 777034
Sorted Array[19056] 777127
Sorted Array[19057] 777131
Sorted Array[19058] 777161
Sorted Array[19059] 777385
Sorted Array[19060] 777428
Sorted Array[19061] 777456
Sorted Array[19062] 777487
Sorted Array[19063] 777512
Sorted Array[19064] 777542
Sorted Array[19065] 777543
Sorted Array[19066] 777553
Sorted Array[19067] 777594
Sorted Array[19068] 777644
Sorted Array[19069] 777722
Sorted Array[19070] 777889
Sorted Array[19071] 777985
Sorted Array[19072] 778012
Sorted Array[19073] 778041
Sorted Array[19074] 778041
Sorted Array[19075] 778133
Sorted Array[19076] 778177
Sorted Array[19077] 778206
Sorted Array[19078] 778212
Sorted Array[19079] 778212
Sorted Array[19080] 778218
Sorted Array[19081] 778247
Sorted Array[19082] 778279
Sorted Array[19083] 778329
Sorted Array[19084] 778406
Sorted Array[19085] 778497
Sorted Array[19086] 778504
Sorted Array[19087] 778523
Sorted Array[19088] 778579
Sorted Array[19089] 778696
Sorted Array[19090] 778716
Sorted Array[19091] 778766
Sorted Array[19092] 778773
Sorted Array[19093] 778847
Sorted Array[19094] 778871
Sorted Array[19095] 778884
Sorted Array[19096] 778928
Sorted Array[19097] 778981
Sorted Array[19098] 778993
Sorted Array[19099] 779006
Sorted Array[19100] 779008
Sorted Array[19101] 779013
Sorted Array[19102] 779058
Sorted Array[19103] 779073
Sorted Array[19104] 779126
Sorted Array[19105] 779137
Sorted Array[19106] 779186
Sorted Array[19107] 779224
Sorted Array[19108] 779234
Sorted Array[19109] 779322
Sorted Array[19110] 779356
Sorted Array[19111] 779361
Sorted Array[19112] 779389
Sorted Array[19113] 779402
Sorted Array[19114] 779434
Sorted Array[19115] 779440
Sorted Array[19116] 779502
Sorted Array[19117] 779527
Sorted Array[19118] 779539
Sorted Array[19119] 779551
Sorted Array[19120] 779555
Sorted Array[19121] 779638
Sorted Array[19122] 779654
Sorted Array[19123] 779700
Sorted Array[19124] 779747
Sorted Array[19125] 779757
Sorted Array[19126] 779772
Sorted Array[19127] 779797
Sorted Array[19128] 779800
Sorted Array[19129] 779812
Sorted Array[19130] 779902
Sorted Array[19131] 779944
Sorted Array[19132] 780009
Sorted Array[19133] 780012
Sorted Array[19134] 780012
Sorted Array[19135] 780053
Sorted Array[19136] 780077
Sorted Array[19137] 780100
Sorted Array[19138] 780112
Sorted Array[19139] 780136
Sorted Array[19140] 780151
Sorted Array[19141] 780191
Sorted Array[19142] 780298
Sorted Array[19143] 780312
Sorted Array[19144] 780357
Sorted Array[19145] 780364
Sorted Array[19146] 780383
Sorted Array[19147] 780426
Sorted Array[19148] 780450
Sorted Array[19149] 780511
Sorted Array[19150] 780520
Sorted Array[19151] 780543
Sorted Array[19152] 780618
Sorted Array[19153] 780625
Sorted Array[19154] 780650
Sorted Array[19155] 780760
Sorted Array[19156] 780783
Sorted Array[19157] 780785
Sorted Array[19158] 780825
Sorted Array[19159] 780881
Sorted Array[19160] 780965
Sorted Array[19161] 780999
Sorted Array[19162] 781012
Sorted Array[19163] 781120
Sorted Array[19164] 781132
Sorted Array[19165] 781137
Sorted Array[19166] 781166
Sorted Array[19167] 781173
Sorted Array[19168] 781188
Sorted Array[19169] 781209
Sorted Array[19170] 781222
Sorted Array[19171] 781241
Sorted Array[19172] 781246
Sorted Array[19173] 781259
Sorted Array[19174] 781269
Sorted Array[19175] 781337
Sorted Array[19176] 781388
Sorted Array[19177] 781414
Sorted Array[19178] 781492
Sorted Array[19179] 781550
Sorted Array[19180] 781560
Sorted Array[19181] 781614
Sorted Array[19182] 781659
Sorted Array[19183] 781797
Sorted Array[19184] 781838
Sorted Array[19185] 781840
Sorted Array[19186] 781853
Sorted Array[19187] 781915
Sorted Array[19188] 781915
Sorted Array[19189] 781935
Sorted Array[19190] 781939
Sorted Array[19191] 781966
Sorted Array[19192] 781980
Sorted Array[19193] 781997
Sorted Array[19194] 782260
Sorted Array[19195] 782333
Sorted Array[19196] 782336
Sorted Array[19197] 782339
Sorted Array[19198] 782357
Sorted Array[19199] 782385
Sorted Array[19200] 782447
Sorted Array[19201] 782553
Sorted Array[19202] 782554
Sorted Array[19203] 782556
Sorted Array[19204] 782660
Sorted Array[19205] 782716
Sorted Array[19206] 782797
Sorted Array[19207] 782802
Sorted Array[19208] 782849
Sorted Array[19209] 783001
Sorted Array[19210] 783038
Sorted Array[19211] 783076
Sorted Array[19212] 783080
Sorted Array[19213] 783102
Sorted Array[19214] 783118
Sorted Array[19215] 783144
Sorted Array[19216] 783164
Sorted Array[19217] 783182
Sorted Array[19218] 783288
Sorted Array[19219] 783337
Sorted Array[19220] 783446
Sorted Array[19221] 783493
Sorted Array[19222] 783705
Sorted Array[19223] 783816
Sorted Array[19224] 783862
Sorted Array[19225] 783880
Sorted Array[19226] 784084
Sorted Array[19227] 784140
Sorted Array[19228] 784153
Sorted Array[19229] 784170
Sorted Array[19230] 784270
Sorted Array[19231] 784466
Sorted Array[19232] 784482
Sorted Array[19233] 784491
Sorted Array[19234] 784520
Sorted Array[19235] 784657
Sorted Array[19236] 784662
Sorted Array[19237] 784668
Sorted Array[19238] 784676
Sorted Array[19239] 784757
Sorted Array[19240] 784840
Sorted Array[19241] 784852
Sorted Array[19242] 784922
Sorted Array[19243] 784927
Sorted Array[19244] 785017
Sorted Array[19245] 785048
Sorted Array[19246] 785062
Sorted Array[19247] 785076
Sorted Array[19248] 785142
Sorted Array[19249] 785210
Sorted Array[19250] 785269
Sorted Array[19251] 785275
Sorted Array[19252] 785318
Sorted Array[19253] 785375
Sorted Array[19254] 785445
Sorted Array[19255] 785494
Sorted Array[19256] 785567
Sorted Array[19257] 785585
Sorted Array[19258] 785680
Sorted Array[19259] 785693
Sorted Array[19260] 785742
Sorted Array[19261] 785746
Sorted Array[19262] 785749
Sorted Array[19263] 785829
Sorted Array[19264] 785832
Sorted Array[19265] 785863
Sorted Array[19266] 785866
Sorted Array[19267] 785935
Sorted Array[19268] 785967
Sorted Array[19269] 785978
Sorted Array[19270] 786033
Sorted Array[19271] 786066
Sorted Array[19272] 786114
Sorted Array[19273] 786118
Sorted Array[19274] 786154
Sorted Array[19275] 786212
Sorted Array[19276] 786309
Sorted Array[19277] 786360
Sorted Array[19278] 786378
Sorted Array[19279] 786413
Sorted Array[19280] 786468
Sorted Array[19281] 786475
Sorted Array[19282] 786484
Sorted Array[19283] 786492
Sorted Array[19284] 786675
Sorted Array[19285] 786681
Sorted Array[19286] 786708
Sorted Array[19287] 786816
Sorted Array[19288] 786848
Sorted Array[19289] 786917
Sorted Array[19290] 787023
Sorted Array[19291] 787083
Sorted Array[19292] 787113
Sorted Array[19293] 787134
Sorted Array[19294] 787162
Sorted Array[19295] 787175
Sorted Array[19296] 787175
Sorted Array[19297] 787197
Sorted Array[19298] 787210
Sorted Array[19299] 787234
Sorted Array[19300] 787253
Sorted Array[19301] 787257
Sorted Array[19302] 787291
Sorted Array[19303] 787305
Sorted Array[19304] 787326
Sorted Array[19305] 787391
Sorted Array[19306] 787505
Sorted Array[19307] 787559
Sorted Array[19308] 787567
Sorted Array[19309] 787612
Sorted Array[19310] 787626
Sorted Array[19311] 787676
Sorted Array[19312] 787680
Sorted Array[19313] 787771
Sorted Array[19314] 787778
Sorted Array[19315] 787843
Sorted Array[19316] 787863
Sorted Array[19317] 787871
Sorted Array[19318] 788032
Sorted Array[19319] 788054
Sorted Array[19320] 788071
Sorted Array[19321] 788110
Sorted Array[19322] 788159
Sorted Array[19323] 788273
Sorted Array[19324] 788345
Sorted Array[19325] 788368
Sorted Array[19326] 788512
Sorted Array[19327] 788569
Sorted Array[19328] 788699
Sorted Array[19329] 788715
Sorted Array[19330] 788720
Sorted Array[19331] 788730
Sorted Array[19332] 788779
Sorted Array[19333] 788787
Sorted Array[19334] 788861
Sorted Array[19335] 788884
Sorted Array[19336] 788912
Sorted Array[19337] 789015
Sorted Array[19338] 789027
Sorted Array[19339] 789047
Sorted Array[19340] 789074
Sorted Array[19341] 789074
Sorted Array[19342] 789084
Sorted Array[19343] 789114
Sorted Array[19344] 789182
Sorted Array[19345] 789272
Sorted Array[19346] 789273
Sorted Array[19347] 789330
Sorted Array[19348] 789377
Sorted Array[19349] 789393
Sorted Array[19350] 789639
Sorted Array[19351] 789647
Sorted Array[19352] 789701
Sorted Array[19353] 789704
Sorted Array[19354] 789763
Sorted Array[19355] 789775
Sorted Array[19356] 789785
Sorted Array[19357] 789849
Sorted Array[19358] 789938
Sorted Array[19359] 789962
Sorted Array[19360] 789996
Sorted Array[19361] 790159
Sorted Array[19362] 790174
Sorted Array[19363] 790243
Sorted Array[19364] 790275
Sorted Array[19365] 790282
Sorted Array[19366] 790284
Sorted Array[19367] 790364
Sorted Array[19368] 790368
Sorted Array[19369] 790391
Sorted Array[19370] 790401
Sorted Array[19371] 790548
Sorted Array[19372] 790634
Sorted Array[19373] 790700
Sorted Array[19374] 790713
Sorted Array[19375] 790725
Sorted Array[19376] 790782
Sorted Array[19377] 790819
Sorted Array[19378] 790838
Sorted Array[19379] 790864
Sorted Array[19380] 790906
Sorted Array[19381] 790964
Sorted Array[19382] 790998
Sorted Array[19383] 791002
Sorted Array[19384] 791061
Sorted Array[19385] 791066
Sorted Array[19386] 791159
Sorted Array[19387] 791165
Sorted Array[19388] 791194
Sorted Array[19389] 791215
Sorted Array[19390] 791234
Sorted Array[19391] 791288
Sorted Array[19392] 791311
Sorted Array[19393] 791341
Sorted Array[19394] 791357
Sorted Array[19395] 791402
Sorted Array[19396] 791456
Sorted Array[19397] 791478
Sorted Array[19398] 791567
Sorted Array[19399] 791677
Sorted Array[19400] 791713
Sorted Array[19401] 791728
Sorted Array[19402] 791777
Sorted Array[19403] 791799
Sorted Array[19404] 791804
Sorted Array[19405] 791843
Sorted Array[19406] 791884
Sorted Array[19407] 791995
Sorted Array[19408] 792000
Sorted Array[19409] 792136
Sorted Array[19410] 792159
Sorted Array[19411] 792163
Sorted Array[19412] 792185
Sorted Array[19413] 792195
Sorted Array[19414] 792258
Sorted Array[19415] 792268
Sorted Array[19416] 792306
Sorted Array[19417] 792322
Sorted Array[19418] 792332
Sorted Array[19419] 792427
Sorted Array[19420] 792431
Sorted Array[19421] 792470
Sorted Array[19422] 792485
Sorted Array[19423] 792517
Sorted Array[19424] 792545
Sorted Array[19425] 792592
Sorted Array[19426] 792593
Sorted Array[19427] 792631
Sorted Array[19428] 792654
Sorted Array[19429] 792676
Sorted Array[19430] 792772
Sorted Array[19431] 792803
Sorted Array[19432] 792976
Sorted Array[19433] 792981
Sorted Array[19434] 793005
Sorted Array[19435] 793008
Sorted Array[19436] 793027
Sorted Array[19437] 793053
Sorted Array[19438] 793115
Sorted Array[19439] 793160
Sorted Array[19440] 793173
Sorted Array[19441] 793195
Sorted Array[19442] 793297
Sorted Array[19443] 793352
Sorted Array[19444] 793368
Sorted Array[19445] 793373
Sorted Array[19446] 793405
Sorted Array[19447] 793432
Sorted Array[19448] 793475
Sorted Array[19449] 793598
Sorted Array[19450] 793616
Sorted Array[19451] 793642
Sorted Array[19452] 793670
Sorted Array[19453] 793753
Sorted Array[19454] 793758
Sorted Array[19455] 793792
Sorted Array[19456] 793934
Sorted Array[19457] 793955
Sorted Array[19458] 793963
Sorted Array[19459] 793982
Sorted Array[19460] 794012
Sorted Array[19461] 794065
Sorted Array[19462] 794081
Sorted Array[19463] 794090
Sorted Array[19464] 794133
Sorted Array[19465] 794151
Sorted Array[19466] 794190
Sorted Array[19467] 794195
