Script started on Tue 10 Aug 2021 09:12:14 PM EDT
[?1034hbash-4.2$ clear./trie[K[K[K[K[K[K./sort
array[2760]: 188652
array[2761]: 232471
array[2762]: 956895
array[2763]: 445113
array[2764]: 1001481
array[2765]: 537492
array[2766]: 1002307
array[2767]: 772659
array[2768]: 898013
array[2769]: 315791
array[2770]: 360715
array[2771]: 770030
array[2772]: 179254
array[2773]: 433689
array[2774]: 671204
array[2775]: 308796
array[2776]: 92736
array[2777]: 170131
array[2778]: 540746
array[2779]: 187760
array[2780]: 115736
array[2781]: 96611
array[2782]: 911415
array[2783]: 403692
array[2784]: 788715
array[2785]: 562649
array[2786]: 478314
array[2787]: 694702
array[2788]: 240951
array[2789]: 470781
array[2790]: 549653
array[2791]: 121899
array[2792]: 867029
array[2793]: 581284
array[2794]: 459740
array[2795]: 617553
array[2796]: 491742
array[2797]: 280223
array[2798]: 275236
array[2799]: 540572
array[2800]: 859831
array[2801]: 429932
array[2802]: 376255
array[2803]: 42982
array[2804]: 237226
array[2805]: 729823
array[2806]: 472833
array[2807]: 301628
array[2808]: 742036
array[2809]: 280757
array[2810]: 388471
array[2811]: 646614
array[2812]: 104814
array[2813]: 122260
array[2814]: 67291
array[2815]: 743989
array[2816]: 604101
array[2817]: 1021976
array[2818]: 976265
array[2819]: 77094
array[2820]: 543068
array[2821]: 661854
array[2822]: 136985
array[2823]: 707207
array[2824]: 574462
array[2825]: 332424
array[2826]: 206436
array[2827]: 297177
array[2828]: 994036
array[2829]: 200495
array[2830]: 578656
array[2831]: 588277
array[2832]: 37961
array[2833]: 458122
array[2834]: 98461
array[2835]: 643748
array[2836]: 723912
array[2837]: 595831
array[2838]: 626528
array[2839]: 253968
array[2840]: 905678
array[2841]: 329541
array[2842]: 437463
array[2843]: 511559
array[2844]: 958850
array[2845]: 290407
array[2846]: 223494
array[2847]: 343199
array[2848]: 244913
array[2849]: 257478
array[2850]: 868163
array[2851]: 23111
array[2852]: 929526
array[2853]: 63325
array[2854]: 357949
array[2855]: 377404
array[2856]: 327861
array[2857]: 592126
array[2858]: 413538
array[2859]: 597028
array[2860]: 946702
array[2861]: 575485
array[2862]: 412192
array[2863]: 290252
array[2864]: 273515
array[2865]: 17016
array[2866]: 492064
array[2867]: 742415
array[2868]: 311129
array[2869]: 204015
array[2870]: 119725
array[2871]: 172802
array[2872]: 724724
array[2873]: 657178
array[2874]: 435154
array[2875]: 690009
array[2876]: 415536
array[2877]: 64402
array[2878]: 938667
array[2879]: 134530
array[2880]: 579681
array[2881]: 193061
array[2882]: 682886
array[2883]: 839276
array[2884]: 60529
array[2885]: 267865
array[2886]: 381308
array[2887]: 566210
array[2888]: 130543
array[2889]: 855934
array[2890]: 336725
array[2891]: 128362
array[2892]: 137524
array[2893]: 669455
array[2894]: 464210
array[2895]: 913919
array[2896]: 972614
array[2897]: 41752
array[2898]: 206446
array[2899]: 293138
array[2900]: 69837
array[2901]: 475911
array[2902]: 545822
array[2903]: 682589
array[2904]: 27014
array[2905]: 230755
array[2906]: 722206
array[2907]: 780450
array[2908]: 28390
array[2909]: 244544
array[2910]: 2599
array[2911]: 891702
array[2912]: 793173
array[2913]: 74901
array[2914]: 397907
array[2915]: 562811
array[2916]: 47413
array[2917]: 334756
array[2918]: 182249
array[2919]: 456896
array[2920]: 88555
array[2921]: 724128
array[2922]: 258558
array[2923]: 226883
array[2924]: 903613
array[2925]: 152869
array[2926]: 935602
array[2927]: 407639
array[2928]: 625202
array[2929]: 993857
array[2930]: 685451
array[2931]: 938453
array[2932]: 170417
array[2933]: 324846
array[2934]: 236740
array[2935]: 235224
array[2936]: 97428
array[2937]: 140754
array[2938]: 177375
array[2939]: 124440
array[2940]: 138034
array[2941]: 211614
array[2942]: 402526
array[2943]: 349035
array[2944]: 591674
array[2945]: 242744
array[2946]: 285404
array[2947]: 954033
array[2948]: 485891
array[2949]: 767671
array[2950]: 834139
array[2951]: 224597
array[2952]: 509417
array[2953]: 883040
array[2954]: 823026
array[2955]: 962281
array[2956]: 336290
array[2957]: 920404
array[2958]: 856084
array[2959]: 840900
array[2960]: 261260
array[2961]: 128646
array[2962]: 49888
array[2963]: 754822
array[2964]: 276033
array[2965]: 824778
array[2966]: 404122
array[2967]: 902491
array[2968]: 873693
array[2969]: 235576
array[2970]: 848494
array[2971]: 808715
array[2972]: 133604
array[2973]: 471669
array[2974]: 438283
array[2975]: 858685
array[2976]: 755094
array[2977]: 766780
array[2978]: 184832
array[2979]: 694218
array[2980]: 38438
array[2981]: 979181
array[2982]: 749160
array[2983]: 826208
array[2984]: 1022313
array[2985]: 577269
array[2986]: 196746
array[2987]: 410156
array[2988]: 642098
array[2989]: 196898
array[2990]: 573214
array[2991]: 60312
array[2992]: 961951
array[2993]: 408445
array[2994]: 239463
array[2995]: 112318
array[2996]: 784153
array[2997]: 374450
array[2998]: 713327
array[2999]: 272536
array[3000]: 237017
array[3001]: 760640
array[3002]: 993864
array[3003]: 660737
array[3004]: 424740
array[3005]: 880606
array[3006]: 763092
array[3007]: 602285
array[3008]: 412162
array[3009]: 12940
array[3010]: 191824
array[3011]: 955728
array[3012]: 628255
array[3013]: 475201
array[3014]: 741647
array[3015]: 661065
array[3016]: 674364
array[3017]: 300544
array[3018]: 379475
array[3019]: 784668
array[3020]: 440596
array[3021]: 515256
array[3022]: 145073
array[3023]: 637095
array[3024]: 816619
array[3025]: 154282
array[3026]: 705598
array[3027]: 262099
array[3028]: 138786
array[3029]: 600425
array[3030]: 247768
array[3031]: 117461
array[3032]: 864199
array[3033]: 832718
array[3034]: 427163
array[3035]: 342903
array[3036]: 251539
array[3037]: 329230
array[3038]: 997544
array[3039]: 60396
array[3040]: 476819
array[3041]: 1016994
array[3042]: 812875
array[3043]: 765237
array[3044]: 355299
array[3045]: 1000824
array[3046]: 583363
array[3047]: 796860
array[3048]: 525730
array[3049]: 538905
array[3050]: 926859
array[3051]: 809980
array[3052]: 928980
array[3053]: 669546
array[3054]: 634262
array[3055]: 512730
array[3056]: 45117
array[3057]: 535224
array[3058]: 730289
array[3059]: 384018
array[3060]: 638953
array[3061]: 900541
array[3062]: 469068
array[3063]: 599198
array[3064]: 110494
array[3065]: 271003
array[3066]: 306326
array[3067]: 579185
array[3068]: 861807
array[3069]: 133912
array[3070]: 74089
array[3071]: 908168
array[3072]: 240159
array[3073]: 808255
array[3074]: 785494
array[3075]: 249768
array[3076]: 1012210
array[3077]: 231580
array[3078]: 191598
array[3079]: 65570
array[3080]: 1016957
array[3081]: 498521
array[3082]: 598329
array[3083]: 984734
array[3084]: 931357
array[3085]: 765040
array[3086]: 598480
array[3087]: 357543
array[3088]: 244700
array[3089]: 223472
array[3090]: 172505
array[3091]: 867062
array[3092]: 210398
array[3093]: 425664
array[3094]: 897369
array[3095]: 226001
array[3096]: 789938
array[3097]: 457000
array[3098]: 618665
array[3099]: 566266
array[3100]: 448718
array[3101]: 751381
array[3102]: 745
array[3103]: 10807
array[3104]: 407447
array[3105]: 428628
array[3106]: 141028
array[3107]: 947232
array[3108]: 339203
array[3109]: 961327
array[3110]: 475278
array[3111]: 497624
array[3112]: 430162
array[3113]: 586091
array[3114]: 201805
array[3115]: 47505
array[3116]: 430584
array[3117]: 721907
array[3118]: 50332
array[3119]: 18298
array[3120]: 754453
array[3121]: 843414
array[3122]: 335830
array[3123]: 908168
array[3124]: 724574
array[3125]: 71299
array[3126]: 310390
array[3127]: 345835
array[3128]: 376547
array[3129]: 933850
array[3130]: 458188
array[3131]: 432224
array[3132]: 369693
array[3133]: 270500
array[3134]: 469451
array[3135]: 179568
array[3136]: 913162
array[3137]: 956351
array[3138]: 481040
array[3139]: 91187
array[3140]: 154123
array[3141]: 185660
array[3142]: 838716
array[3143]: 946817
array[3144]: 265134
array[3145]: 592842
array[3146]: 590481
array[3147]: 672657
array[3148]: 779551
array[3149]: 949376
array[3150]: 696039
array[3151]: 727043
array[3152]: 125555
array[3153]: 760801
array[3154]: 19074
array[3155]: 305097
array[3156]: 493691
array[3157]: 905176
array[3158]: 263203
array[3159]: 224314
array[3160]: 177598
array[3161]: 165604
array[3162]: 313244
array[3163]: 768837
array[3164]: 174585
array[3165]: 595157
array[3166]: 170177
array[3167]: 346790
array[3168]: 360497
array[3169]: 654503
array[3170]: 320533
array[3171]: 800575
array[3172]: 721113
array[3173]: 705834
array[3174]: 755699
array[3175]: 436169
array[3176]: 490044
array[3177]: 773017
array[3178]: 501732
array[3179]: 380755
array[3180]: 295311
array[3181]: 942474
array[3182]: 679504
array[3183]: 198479
array[3184]: 365770
array[3185]: 67334
array[3186]: 487510
array[3187]: 86427
array[3188]: 935310
array[3189]: 679762
array[3190]: 28506
array[3191]: 763717
array[3192]: 326332
array[3193]: 352724
array[3194]: 891877
array[3195]: 169025
array[3196]: 874226
array[3197]: 858407
array[3198]: 61117
array[3199]: 724260
array[3200]: 750457
array[3201]: 55217
array[3202]: 568427
array[3203]: 656977
array[3204]: 1004517
array[3205]: 169928
array[3206]: 336100
array[3207]: 138054
array[3208]: 666107
array[3209]: 610797
array[3210]: 575085
array[3211]: 390341
array[3212]: 47262
array[3213]: 113911
array[3214]: 276213
array[3215]: 95191
array[3216]: 742766
array[3217]: 894045
array[3218]: 56435
array[3219]: 993089
array[3220]: 1009437
array[3221]: 691838
array[3222]: 695013
array[3223]: 369959
array[3224]: 500553
array[3225]: 239529
array[3226]: 1013874
array[3227]: 487742
array[3228]: 722828
array[3229]: 146117
array[3230]: 744100
array[3231]: 312062
array[3232]: 591645
array[3233]: 635106
array[3234]: 683001
array[3235]: 743337
array[3236]: 927777
array[3237]: 402203
array[3238]: 769638
array[3239]: 121670
array[3240]: 667335
array[3241]: 32497
array[3242]: 94651
array[3243]: 49886
array[3244]: 447355
array[3245]: 310210
array[3246]: 402197
array[3247]: 339228
array[3248]: 712774
array[3249]: 541399
array[3250]: 679042
array[3251]: 232876
array[3252]: 72463
array[3253]: 52234
array[3254]: 974055
array[3255]: 71808
array[3256]: 410462
array[3257]: 9448
array[3258]: 787210
array[3259]: 302759
array[3260]: 878716
array[3261]: 637749
array[3262]: 401488
array[3263]: 907422
array[3264]: 639300
array[3265]: 871447
array[3266]: 973728
array[3267]: 4896
array[3268]: 373784
array[3269]: 62175
array[3270]: 223352
array[3271]: 544028
array[3272]: 954716
array[3273]: 344329
array[3274]: 705053
array[3275]: 296447
array[3276]: 138321
array[3277]: 920025
array[3278]: 768475
array[3279]: 337981
array[3280]: 918291
array[3281]: 720892
array[3282]: 868048
array[3283]: 296555
array[3284]: 178975
array[3285]: 598967
array[3286]: 435543
array[3287]: 930361
array[3288]: 628209
array[3289]: 333273
array[3290]: 891938
array[3291]: 778177
array[3292]: 573906
array[3293]: 933471
array[3294]: 545525
array[3295]: 211003
array[3296]: 530489
array[3297]: 74597
array[3298]: 436882
array[3299]: 206271
array[3300]: 178806
array[3301]: 211089
array[3302]: 982747
array[3303]: 438683
array[3304]: 733556
array[3305]: 523014
array[3306]: 508996
array[3307]: 313665
array[3308]: 721481
array[3309]: 979467
array[3310]: 662712
array[3311]: 520754
array[3312]: 345598
array[3313]: 476905
array[3314]: 567486
array[3315]: 706976
array[3316]: 511498
array[3317]: 909191
array[3318]: 955015
array[3319]: 78913
array[3320]: 131473
array[3321]: 449691
array[3322]: 645604
array[3323]: 320277
array[3324]: 801822
array[3325]: 387178
array[3326]: 301690
array[3327]: 558407
array[3328]: 336828
array[3329]: 981565
array[3330]: 436757
array[3331]: 125496
array[3332]: 722078
array[3333]: 473804
array[3334]: 937782
array[3335]: 1020385
array[3336]: 30687
array[3337]: 369462
array[3338]: 333714
array[3339]: 684441
array[3340]: 829108
array[3341]: 330986
array[3342]: 963328
array[3343]: 825463
array[3344]: 810556
array[3345]: 934617
array[3346]: 228840
array[3347]: 462920
array[3348]: 73025
array[3349]: 723028
array[3350]: 127884
array[3351]: 503545
array[3352]: 545808
array[3353]: 64809
array[3354]: 174112
array[3355]: 376973
array[3356]: 627237
array[3357]: 41824
array[3358]: 972232
array[3359]: 464445
array[3360]: 324428
array[3361]: 295910
array[3362]: 914097
array[3363]: 744546
array[3364]: 525376
array[3365]: 939788
array[3366]: 183533
array[3367]: 922602
array[3368]: 654713
array[3369]: 103086
array[3370]: 177102
array[3371]: 384756
array[3372]: 197636
array[3373]: 72317
array[3374]: 781188
array[3375]: 910142
array[3376]: 212627
array[3377]: 859148
array[3378]: 592318
array[3379]: 300849
array[3380]: 973822
array[3381]: 349456
array[3382]: 351518
array[3383]: 901953
array[3384]: 419281
array[3385]: 779654
array[3386]: 596205
array[3387]: 402806
array[3388]: 247050
array[3389]: 684249
array[3390]: 711040
array[3391]: 96585
array[3392]: 263615
array[3393]: 398268
array[3394]: 1006483
array[3395]: 554717
array[3396]: 873527
array[3397]: 653770
array[3398]: 271837
array[3399]: 429237
array[3400]: 394361
array[3401]: 693633
array[3402]: 854463
array[3403]: 866886
array[3404]: 430963
array[3405]: 168680
array[3406]: 253307
array[3407]: 588648
array[3408]: 432029
array[3409]: 268230
array[3410]: 328768
array[3411]: 177217
array[3412]: 757144
array[3413]: 202302
array[3414]: 628326
array[3415]: 601382
array[3416]: 554280
array[3417]: 870251
array[3418]: 353887
array[3419]: 127704
array[3420]: 492862
array[3421]: 75035
array[3422]: 856823
array[3423]: 532981
array[3424]: 436190
array[3425]: 6033
array[3426]: 575449
array[3427]: 215621
array[3428]: 388426
array[3429]: 143613
array[3430]: 1022684
array[3431]: 899935
array[3432]: 986118
array[3433]: 210081
array[3434]: 857694
array[3435]: 725407
array[3436]: 111548
array[3437]: 471064
array[3438]: 92451
array[3439]: 531302
array[3440]: 538445
array[3441]: 587503
array[3442]: 840803
array[3443]: 910150
array[3444]: 506025
array[3445]: 497493
array[3446]: 42294
array[3447]: 59035
array[3448]: 764755
array[3449]: 442595
array[3450]: 692178
array[3451]: 929430
array[3452]: 117313
array[3453]: 117736
array[3454]: 294204
array[3455]: 178445
array[3456]: 240753
array[3457]: 25803
array[3458]: 599818
array[3459]: 302254
array[3460]: 428553
array[3461]: 292360
array[3462]: 11938
array[3463]: 582239
array[3464]: 1012163
array[3465]: 962612
array[3466]: 332467
array[3467]: 968459
array[3468]: 462769
array[3469]: 665640
array[3470]: 353164
array[3471]: 300549
array[3472]: 280390
array[3473]: 203544
array[3474]: 328936
array[3475]: 257099
array[3476]: 183479
array[3477]: 191404
array[3478]: 128413
array[3479]: 263066
array[3480]: 824351
array[3481]: 146262
array[3482]: 111478
array[3483]: 454026
array[3484]: 570597
array[3485]: 495462
array[3486]: 490010
array[3487]: 76759
array[3488]: 341561
array[3489]: 624992
array[3490]: 803879
array[3491]: 299007
array[3492]: 367066
array[3493]: 648282
array[3494]: 56713
array[3495]: 51222
array[3496]: 157525
array[3497]: 313226
array[3498]: 282845
array[3499]: 559485
array[3500]: 60449
array[3501]: 866624
array[3502]: 262661
array[3503]: 143506
array[3504]: 59636
array[3505]: 1011160
array[3506]: 337640
array[3507]: 809153
array[3508]: 671375
array[3509]: 556899
array[3510]: 101403
array[3511]: 956881
array[3512]: 415462
array[3513]: 696678
array[3514]: 354328
array[3515]: 602526
array[3516]: 392299
array[3517]: 543709
array[3518]: 188207
array[3519]: 284214
array[3520]: 525176
array[3521]: 598807
array[3522]: 576407
array[3523]: 405993
array[3524]: 513685
array[3525]: 243433
array[3526]: 253150
array[3527]: 324970
array[3528]: 296920
array[3529]: 215868
array[3530]: 988195
array[3531]: 747881
array[3532]: 664683
array[3533]: 64002
array[3534]: 432569
array[3535]: 45657
array[3536]: 272537
array[3537]: 723374
array[3538]: 959051
array[3539]: 919169
array[3540]: 174639
array[3541]: 751520
array[3542]: 956693
array[3543]: 16759
array[3544]: 496391
array[3545]: 706463
array[3546]: 704651
array[3547]: 569484
array[3548]: 705052
array[3549]: 827599
array[3550]: 128135
array[3551]: 522323
array[3552]: 713605
array[3553]: 235806
array[3554]: 262923
array[3555]: 354871
array[3556]: 238045
array[3557]: 926479
array[3558]: 289878
array[3559]: 460294
array[3560]: 791194
array[3561]: 796819
array[3562]: 606888
array[3563]: 733360
array[3564]: 345471
array[3565]: 113981
array[3566]: 581189
array[3567]: 228197
array[3568]: 513784
array[3569]: 816311
array[3570]: 155248
array[3571]: 774719
array[3572]: 722405
array[3573]: 206514
array[3574]: 759267
array[3575]: 675621
array[3576]: 226449
array[3577]: 350580
array[3578]: 231949
array[3579]: 321849
array[3580]: 344237
array[3581]: 824029
array[3582]: 63113
array[3583]: 337941
array[3584]: 724485
array[3585]: 972363
array[3586]: 615935
array[3587]: 625513
array[3588]: 944236
array[3589]: 505717
array[3590]: 16727
array[3591]: 267688
array[3592]: 324664
array[3593]: 440015
array[3594]: 656028
array[3595]: 820070
array[3596]: 910985
array[3597]: 867389
array[3598]: 251119
array[3599]: 346041
array[3600]: 69393
array[3601]: 561022
array[3602]: 252997
array[3603]: 101537
array[3604]: 607005
array[3605]: 762985
array[3606]: 71287
array[3607]: 346959
array[3608]: 530984
array[3609]: 183969
array[3610]: 372490
array[3611]: 524959
array[3612]: 743334
array[3613]: 747245
array[3614]: 641141
array[3615]: 617354
array[3616]: 7967
array[3617]: 493346
array[3618]: 1021996
array[3619]: 951537
array[3620]: 953690
array[3621]: 507620
array[3622]: 314878
array[3623]: 329326
array[3624]: 474723
array[3625]: 477818
array[3626]: 714055
array[3627]: 223202
array[3628]: 787234
array[3629]: 4157
array[3630]: 293171
array[3631]: 535341
array[3632]: 774231
array[3633]: 314516
array[3634]: 445594
array[3635]: 221390
array[3636]: 450760
array[3637]: 953385
array[3638]: 417398
array[3639]: 773417
array[3640]: 70622
array[3641]: 244745
array[3642]: 876531
array[3643]: 871812
array[3644]: 24244
array[3645]: 562910
array[3646]: 118842
array[3647]: 384668
array[3648]: 869718
array[3649]: 768112
array[3650]: 24593
array[3651]: 11914
array[3652]: 389788
array[3653]: 680883
array[3654]: 356924
array[3655]: 649669
array[3656]: 740452
array[3657]: 314156
array[3658]: 271431
array[3659]: 379215
array[3660]: 897403
array[3661]: 682653
array[3662]: 952784
array[3663]: 635637
array[3664]: 351692
array[3665]: 756556
array[3666]: 187293
array[3667]: 321605
array[3668]: 319405
array[3669]: 240910
array[3670]: 351826
array[3671]: 919473
array[3672]: 691352
array[3673]: 372259
array[3674]: 554063
array[3675]: 165292
array[3676]: 680482
array[3677]: 899778
array[3678]: 37977
array[3679]: 317432
array[3680]: 121723
array[3681]: 1005935
array[3682]: 855368
array[3683]: 672263
array[3684]: 871995
array[3685]: 353342
array[3686]: 391213
array[3687]: 940025
array[3688]: 1013029
array[3689]: 280129
array[3690]: 256373
array[3691]: 833144
array[3692]: 454613
array[3693]: 758233
array[3694]: 508273
array[3695]: 968672
array[3696]: 348412
array[3697]: 882
array[3698]: 488604
array[3699]: 735708
array[3700]: 448382
array[3701]: 972255
array[3702]: 10241
array[3703]: 899766
array[3704]: 330045
array[3705]: 171179
array[3706]: 778406
array[3707]: 619480
array[3708]: 611387
array[3709]: 341819
array[3710]: 369930
array[3711]: 130122
array[3712]: 65566
array[3713]: 874260
array[3714]: 741087
array[3715]: 792976
array[3716]: 525823
array[3717]: 797020
array[3718]: 588296
array[3719]: 895946
array[3720]: 340838
array[3721]: 171007
array[3722]: 377020
array[3723]: 154676
array[3724]: 47421
array[3725]: 168329
array[3726]: 178584
array[3727]: 167806
array[3728]: 251329
array[3729]: 301093
array[3730]: 564169
array[3731]: 97379
array[3732]: 804638
array[3733]: 138349
array[3734]: 230150
array[3735]: 876915
array[3736]: 381659
array[3737]: 481934
array[3738]: 128991
array[3739]: 726261
array[3740]: 500428
array[3741]: 88009
array[3742]: 219405
array[3743]: 537870
array[3744]: 531211
array[3745]: 716864
array[3746]: 308245
array[3747]: 964841
array[3748]: 855759
array[3749]: 418635
array[3750]: 337586
array[3751]: 525008
array[3752]: 266050
array[3753]: 902820
array[3754]: 547410
array[3755]: 492103
array[3756]: 494456
array[3757]: 43920
array[3758]: 345207
array[3759]: 906154
array[3760]: 601220
array[3761]: 109431
array[3762]: 959510
array[3763]: 680055
array[3764]: 626502
array[3765]: 781614
array[3766]: 407910
array[3767]: 18440
array[3768]: 676266
array[3769]: 885736
array[3770]: 731954
array[3771]: 961810
array[3772]: 535131
array[3773]: 631983
array[3774]: 948838
array[3775]: 614898
array[3776]: 28556
array[3777]: 560729
array[3778]: 21683
array[3779]: 655016
array[3780]: 609674
array[3781]: 690969
array[3782]: 915702
array[3783]: 843384
array[3784]: 803016
array[3785]: 20164
array[3786]: 753566
array[3787]: 190849
array[3788]: 288696
array[3789]: 223558
array[3790]: 377262
array[3791]: 341000
array[3792]: 389607
array[3793]: 168772
array[3794]: 854540
array[3795]: 494968
array[3796]: 868185
array[3797]: 497072
array[3798]: 75697
array[3799]: 250684
array[3800]: 279189
array[3801]: 891335
array[3802]: 458975
array[3803]: 858275
array[3804]: 958293
array[3805]: 655662
array[3806]: 336214
array[3807]: 57665
array[3808]: 925629
array[3809]: 340899
array[3810]: 307372
array[3811]: 306917
array[3812]: 154505
array[3813]: 1023078
array[3814]: 677094
array[3815]: 558825
array[3816]: 836866
array[3817]: 693076
array[3818]: 1001889
array[3819]: 646617
array[3820]: 19585
array[3821]: 415733
array[3822]: 179332
array[3823]: 332870
array[3824]: 405174
array[3825]: 954582
array[3826]: 90072
array[3827]: 658370
array[3828]: 649101
array[3829]: 841815
array[3830]: 241195
array[3831]: 524186
array[3832]: 938211
array[3833]: 541109
array[3834]: 372537
array[3835]: 31118
array[3836]: 921082
array[3837]: 488391
array[3838]: 13774
array[3839]: 666347
array[3840]: 153245
array[3841]: 62654
array[3842]: 434069
array[3843]: 424125
array[3844]: 365824
array[3845]: 297927
array[3846]: 775471
array[3847]: 810156
array[3848]: 667628
array[3849]: 175200
array[3850]: 15179
array[3851]: 50462
array[3852]: 721892
array[3853]: 893885
array[3854]: 568063
array[3855]: 581591
array[3856]: 384987
array[3857]: 70063
array[3858]: 691949
array[3859]: 600803
array[3860]: 470219
array[3861]: 794464
array[3862]: 679760
array[3863]: 697680
array[3864]: 686570
array[3865]: 449120
array[3866]: 867371
array[3867]: 62792
array[3868]: 609609
array[3869]: 880149
array[3870]: 939304
array[3871]: 633105
array[3872]: 146124
array[3873]: 227468
array[3874]: 240507
array[3875]: 218812
array[3876]: 852296
array[3877]: 747677
array[3878]: 737541
array[3879]: 764760
array[3880]: 476504
array[3881]: 620911
array[3882]: 208958
array[3883]: 222376
array[3884]: 127201
array[3885]: 838722
array[3886]: 910411
array[3887]: 664272
array[3888]: 690767
array[3889]: 866497
array[3890]: 149999
array[3891]: 684915
array[3892]: 222515
array[3893]: 327993
array[3894]: 68957
array[3895]: 958040
array[3896]: 624228
array[3897]: 719271
array[3898]: 934540
array[3899]: 240221
array[3900]: 536513
array[3901]: 45398
array[3902]: 676348
array[3903]: 881640
array[3904]: 764685
array[3905]: 128944
array[3906]: 89463
array[3907]: 180974
array[3908]: 403135
array[3909]: 480534
array[3910]: 845933
array[3911]: 588883
array[3912]: 227724
array[3913]: 687575
array[3914]: 862966
array[3915]: 324343
array[3916]: 626516
array[3917]: 921576
array[3918]: 833103
array[3919]: 703119
array[3920]: 538373
array[3921]: 849703
array[3922]: 3641
array[3923]: 91425
array[3924]: 332443
array[3925]: 633556
array[3926]: 862257
array[3927]: 840850
array[3928]: 792159
array[3929]: 363290
array[3930]: 988555
array[3931]: 53066
array[3932]: 245306
array[3933]: 913598
array[3934]: 835554
array[3935]: 112435
array[3936]: 897513
array[3937]: 242135
array[3938]: 613366
array[3939]: 134665
array[3940]: 877791
array[3941]: 305134
array[3942]: 663870
array[3943]: 400921
array[3944]: 158652
array[3945]: 736385
array[3946]: 258190
array[3947]: 606367
array[3948]: 243896
array[3949]: 894984
array[3950]: 252559
array[3951]: 979456
array[3952]: 540674
array[3953]: 536477
array[3954]: 283013
array[3955]: 302051
array[3956]: 1010814
array[3957]: 203906
array[3958]: 500666
array[3959]: 602011
array[3960]: 559798
array[3961]: 828134
array[3962]: 491166
array[3963]: 751903
array[3964]: 363538
array[3965]: 732427
array[3966]: 864506
array[3967]: 656274
array[3968]: 253911
array[3969]: 834010
array[3970]: 661811
array[3971]: 873707
array[3972]: 936990
array[3973]: 864560
array[3974]: 54875
array[3975]: 156354
array[3976]: 264825
array[3977]: 402554
array[3978]: 98961
array[3979]: 73890
array[3980]: 539372
array[3981]: 45629
array[3982]: 931
array[3983]: 140977
array[3984]: 220870
array[3985]: 927771
array[3986]: 697683
array[3987]: 785967
array[3988]: 448765
array[3989]: 948373
array[3990]: 734805
array[3991]: 561656
array[3992]: 735355
array[3993]: 459789
array[3994]: 712929
array[3995]: 470430
array[3996]: 601977
array[3997]: 812698
array[3998]: 715094
array[3999]: 787391
array[4000]: 283067
array[4001]: 21429
array[4002]: 997362
array[4003]: 168336
array[4004]: 183312
array[4005]: 846254
array[4006]: 1013561
array[4007]: 871841
array[4008]: 453343
array[4009]: 936360
array[4010]: 468727
array[4011]: 535617
array[4012]: 805606
array[4013]: 529311
array[4014]: 666003
array[4015]: 1000832
array[4016]: 403935
array[4017]: 39798
array[4018]: 882397
array[4019]: 29752
array[4020]: 560803
array[4021]: 787871
array[4022]: 345679
array[4023]: 542054
array[4024]: 448580
array[4025]: 567025
array[4026]: 280422
array[4027]: 212140
array[4028]: 62002
array[4029]: 745001
array[4030]: 723257
array[4031]: 78132
array[4032]: 888901
array[4033]: 748809
array[4034]: 91093
array[4035]: 633649
array[4036]: 298153
array[4037]: 396074
array[4038]: 10651
array[4039]: 119426
array[4040]: 537980
array[4041]: 371889
array[4042]: 673971
array[4043]: 181865
array[4044]: 824728
array[4045]: 285542
array[4046]: 105749
array[4047]: 634658
array[4048]: 752181
array[4049]: 176809
array[4050]: 984739
array[4051]: 940262
array[4052]: 811202
array[4053]: 172374
array[4054]: 732960
array[4055]: 102439
array[4056]: 224085
array[4057]: 278466
array[4058]: 521975
array[4059]: 486246
array[4060]: 150869
array[4061]: 215516
array[4062]: 83324
array[4063]: 20353
array[4064]: 732164
array[4065]: 904157
array[4066]: 676906
array[4067]: 48448
array[4068]: 764520
array[4069]: 927666
array[4070]: 330226
array[4071]: 163892
array[4072]: 780650
array[4073]: 225431
array[4074]: 801974
array[4075]: 928934
array[4076]: 896386
array[4077]: 547920
array[4078]: 813259
array[4079]: 978311
array[4080]: 307267
array[4081]: 538208
array[4082]: 572525
array[4083]: 180724
array[4084]: 826428
array[4085]: 2089
array[4086]: 1003770
array[4087]: 826039
array[4088]: 96368
array[4089]: 596819
array[4090]: 147909
array[4091]: 187255
array[4092]: 554484
array[4093]: 999763
array[4094]: 126900
array[4095]: 800161
array[4096]: 463132
array[4097]: 129441
array[4098]: 263294
array[4099]: 104883
array[4100]: 636064
array[4101]: 888628
array[4102]: 659717
array[4103]: 414464
array[4104]: 515746
array[4105]: 318363
array[4106]: 580787
array[4107]: 56097
array[4108]: 658214
array[4109]: 517893
array[4110]: 261597
array[4111]: 348374
array[4112]: 464646
array[4113]: 977769
array[4114]: 953925
array[4115]: 151541
array[4116]: 600645
array[4117]: 47994
array[4118]: 739838
array[4119]: 157273
array[4120]: 577928
array[4121]: 408708
array[4122]: 470077
array[4123]: 683152
array[4124]: 968021
array[4125]: 22635
array[4126]: 388396
array[4127]: 220545
array[4128]: 416120
array[4129]: 512908
array[4130]: 957887
array[4131]: 65240
array[4132]: 974113
array[4133]: 925821
array[4134]: 770621
array[4135]: 937072
array[4136]: 219704
array[4137]: 342863
array[4138]: 1021533
array[4139]: 164199
array[4140]: 624502
array[4141]: 447995
array[4142]: 720674
array[4143]: 414049
array[4144]: 736940
array[4145]: 624525
array[4146]: 308115
array[4147]: 826140
array[4148]: 689789
array[4149]: 224906
array[4150]: 714146
